"","Agent","subject","TrialNumber","player_location","Player_letter_angle","Player_letter_angle_abs","RT","correct","sex","age","Handedness","pairs","Letter_Form","block","TrialNumber_inBlock","self_theta","other_theta","self_theta_centred","other_theta_centred","Agent_Contrast","Robot_Contrast","Morphology_Contrast","Animacy_Contrast","Exposure","TrialNumber_inBlockCoded","Letter_Form_Coded","Agent_cat","error_rates"
"7785","Inanimate Robot",52208212,96,"left",135,135,1215,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",3,32,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.1,4.5,-1,"Inanimate Robot",0
"7786","Inanimate Robot",52208212,97,"right",270,90,1182,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,1,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,-0.1,-4.5,1,"Inanimate Robot",0
"7787","Inanimate Robot",52208212,98,"right",90,90,1449,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,2,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.1,-4.5,-1,"Inanimate Robot",0
"7788","Inanimate Robot",52208212,99,"right",0,0,719,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,3,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.1,-4.5,1,"Inanimate Robot",0
"7789","Inanimate Robot",52208212,100,"right",135,135,1894,0,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,4,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.1,-3.5,-1,"Inanimate Robot",1
"7790","Inanimate Robot",52208212,101,"right",180,180,1128,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,5,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,-0.1,-3.5,-1,"Inanimate Robot",0
"7791","Inanimate Robot",52208212,102,"right",225,135,1064,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,6,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.1,-3.5,-1,"Inanimate Robot",0
"7792","Inanimate Robot",52208212,103,"right",315,45,1242,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,7,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.1,-2.5,-1,"Inanimate Robot",0
"7793","Inanimate Robot",52208212,104,"right",225,135,832,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,8,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.1,-2.5,1,"Inanimate Robot",0
"7794","Inanimate Robot",52208212,105,"right",315,45,1395,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,9,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.1,-2.5,1,"Inanimate Robot",0
"7795","Inanimate Robot",52208212,106,"right",315,45,1280,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,10,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.1,-1.5,-1,"Inanimate Robot",0
"7796","Inanimate Robot",52208212,107,"right",45,45,817,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,11,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.1,-1.5,1,"Inanimate Robot",0
"7797","Inanimate Robot",52208212,108,"right",225,135,1129,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,12,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.1,-1.5,1,"Inanimate Robot",0
"7798","Inanimate Robot",52208212,109,"right",0,0,828,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,13,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.1,-0.5,-1,"Inanimate Robot",0
"7799","Inanimate Robot",52208212,110,"right",90,90,930,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,14,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.1,-0.5,1,"Inanimate Robot",0
"7800","Inanimate Robot",52208212,111,"right",270,90,807,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,15,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,-0.1,-0.5,-1,"Inanimate Robot",0
"7801","Inanimate Robot",52208212,112,"right",0,0,676,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,16,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.1,-0.5,1,"Inanimate Robot",0
"7802","Inanimate Robot",52208212,113,"right",225,135,1309,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,17,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.1,0.5,-1,"Inanimate Robot",0
"7803","Inanimate Robot",52208212,114,"right",135,135,1994,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,18,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.1,0.5,-1,"Inanimate Robot",0
"7804","Inanimate Robot",52208212,115,"right",180,180,1942,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,19,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,-0.1,0.5,-1,"Inanimate Robot",0
"7805","Inanimate Robot",52208212,116,"right",135,135,1629,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,20,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0,1.5,1,"Inanimate Robot",0
"7806","Inanimate Robot",52208212,117,"right",315,45,1086,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,21,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0,1.5,1,"Inanimate Robot",0
"7807","Inanimate Robot",52208212,118,"right",135,135,1817,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,22,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0,1.5,1,"Inanimate Robot",0
"7808","Inanimate Robot",52208212,119,"right",180,180,1106,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,23,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0,2.5,1,"Inanimate Robot",0
"7809","Inanimate Robot",52208212,120,"right",0,0,1392,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,24,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0,2.5,-1,"Inanimate Robot",0
"7810","Inanimate Robot",52208212,121,"right",45,45,1293,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,25,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0,2.5,-1,"Inanimate Robot",0
"7811","Inanimate Robot",52208212,122,"right",90,90,1052,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,26,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0,3.5,-1,"Inanimate Robot",0
"7812","Inanimate Robot",52208212,123,"right",270,90,855,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,27,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0,3.5,1,"Inanimate Robot",0
"7813","Inanimate Robot",52208212,124,"right",180,180,1191,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,28,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0,3.5,1,"Inanimate Robot",0
"7814","Inanimate Robot",52208212,125,"right",45,45,981,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,29,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0,4.5,-1,"Inanimate Robot",0
"7815","Inanimate Robot",52208212,126,"right",270,90,1947,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",4,30,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0,4.5,-1,"Inanimate Robot",0
"7816","Inanimate Robot",52208212,127,"right",45,45,769,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,31,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0,4.5,1,"Inanimate Robot",0
"7817","Inanimate Robot",52208212,128,"right",90,90,1208,0,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",4,32,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0,4.5,1,"Inanimate Robot",1
"7818","Inanimate Robot",52208212,129,"right",315,45,671,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,1,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0,-4.5,1,"Inanimate Robot",0
"7819","Inanimate Robot",52208212,130,"right",225,135,901,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,2,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0,-4.5,1,"Inanimate Robot",0
"7820","Inanimate Robot",52208212,131,"right",180,180,1002,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,3,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0,-4.5,1,"Inanimate Robot",0
"7821","Inanimate Robot",52208212,132,"right",270,90,1016,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,4,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0,-3.5,-1,"Inanimate Robot",0
"7822","Inanimate Robot",52208212,133,"right",135,135,1263,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,5,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0,-3.5,-1,"Inanimate Robot",0
"7823","Inanimate Robot",52208212,134,"right",180,180,949,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,6,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0,-3.5,1,"Inanimate Robot",0
"7824","Inanimate Robot",52208212,135,"right",315,45,1348,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,7,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0,-2.5,-1,"Inanimate Robot",0
"7825","Inanimate Robot",52208212,136,"right",90,90,1322,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,8,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0,-2.5,-1,"Inanimate Robot",0
"7826","Inanimate Robot",52208212,137,"right",180,180,1919,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,9,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0,-2.5,-1,"Inanimate Robot",0
"7827","Inanimate Robot",52208212,138,"right",0,0,691,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,10,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0,-1.5,1,"Inanimate Robot",0
"7828","Inanimate Robot",52208212,139,"right",270,90,893,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,11,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0,-1.5,1,"Inanimate Robot",0
"7829","Inanimate Robot",52208212,140,"right",45,45,1076,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,12,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0,-1.5,-1,"Inanimate Robot",0
"7830","Inanimate Robot",52208212,141,"right",135,135,830,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,13,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.1,-0.5,1,"Inanimate Robot",0
"7831","Inanimate Robot",52208212,142,"right",90,90,1104,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,14,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.1,-0.5,-1,"Inanimate Robot",0
"7832","Inanimate Robot",52208212,143,"right",225,135,1514,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,15,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.1,-0.5,1,"Inanimate Robot",0
"7833","Inanimate Robot",52208212,144,"right",315,45,692,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,16,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.1,-0.5,1,"Inanimate Robot",0
"7834","Inanimate Robot",52208212,145,"right",225,135,1630,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,17,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.1,0.5,-1,"Inanimate Robot",0
"7835","Inanimate Robot",52208212,146,"right",180,180,1075,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,18,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.1,0.5,-1,"Inanimate Robot",0
"7836","Inanimate Robot",52208212,147,"right",45,45,748,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,19,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.1,0.5,1,"Inanimate Robot",0
"7837","Inanimate Robot",52208212,148,"right",135,135,1772,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,20,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.1,1.5,-1,"Inanimate Robot",0
"7838","Inanimate Robot",52208212,149,"right",0,0,732,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,21,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.1,1.5,1,"Inanimate Robot",0
"7839","Inanimate Robot",52208212,150,"right",45,45,1252,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,22,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.1,1.5,-1,"Inanimate Robot",0
"7840","Inanimate Robot",52208212,151,"right",315,45,969,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,23,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.1,2.5,-1,"Inanimate Robot",0
"7841","Inanimate Robot",52208212,152,"right",225,135,1119,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,24,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.1,2.5,-1,"Inanimate Robot",0
"7842","Inanimate Robot",52208212,153,"right",45,45,1183,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,25,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.1,2.5,1,"Inanimate Robot",0
"7843","Inanimate Robot",52208212,154,"right",135,135,1155,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,26,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.1,3.5,1,"Inanimate Robot",0
"7844","Inanimate Robot",52208212,155,"right",0,0,766,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,27,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.1,3.5,-1,"Inanimate Robot",0
"7845","Inanimate Robot",52208212,156,"right",270,90,1099,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,28,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.1,3.5,-1,"Inanimate Robot",0
"7846","Inanimate Robot",52208212,157,"right",90,90,1724,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,29,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.1,4.5,1,"Inanimate Robot",0
"7847","Inanimate Robot",52208212,158,"right",90,90,1570,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,30,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.1,4.5,1,"Inanimate Robot",0
"7848","Inanimate Robot",52208212,159,"right",270,90,1379,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",5,31,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.1,4.5,1,"Inanimate Robot",0
"7849","Inanimate Robot",52208212,160,"right",0,0,1578,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",5,32,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.1,4.5,-1,"Inanimate Robot",0
"7850","Inanimate Robot",52208212,161,"left",135,135,1022,0,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,1,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.1,-4.5,-1,"Inanimate Robot",1
"7851","Inanimate Robot",52208212,162,"left",45,45,1164,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,2,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.1,-4.5,1,"Inanimate Robot",0
"7852","Inanimate Robot",52208212,163,"left",90,90,750,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,3,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.1,-4.5,1,"Inanimate Robot",0
"7853","Inanimate Robot",52208212,165,"left",0,0,718,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,5,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.1,-3.5,1,"Inanimate Robot",0
"7854","Inanimate Robot",52208212,166,"left",315,45,703,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,6,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.1,-3.5,1,"Inanimate Robot",0
"7855","Inanimate Robot",52208212,167,"left",45,45,711,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,7,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.2,-2.5,1,"Inanimate Robot",0
"7856","Inanimate Robot",52208212,168,"left",225,135,903,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,8,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.2,-2.5,-1,"Inanimate Robot",0
"7857","Inanimate Robot",52208212,169,"left",270,90,818,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,9,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.2,-2.5,-1,"Inanimate Robot",0
"7858","Inanimate Robot",52208212,171,"left",315,45,870,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,11,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.2,-1.5,-1,"Inanimate Robot",0
"7859","Inanimate Robot",52208212,172,"left",45,45,1145,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,12,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.2,-1.5,-1,"Inanimate Robot",0
"7860","Inanimate Robot",52208212,173,"left",45,45,1004,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,13,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.2,-0.5,-1,"Inanimate Robot",0
"7861","Inanimate Robot",52208212,174,"left",0,0,934,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,14,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.2,-0.5,-1,"Inanimate Robot",0
"7862","Inanimate Robot",52208212,175,"left",0,0,1037,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,15,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.2,-0.5,1,"Inanimate Robot",0
"7863","Inanimate Robot",52208212,176,"left",180,180,1897,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,16,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.2,-0.5,-1,"Inanimate Robot",0
"7864","Inanimate Robot",52208212,179,"left",225,135,1526,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,19,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.2,0.5,1,"Inanimate Robot",0
"7865","Inanimate Robot",52208212,180,"left",225,135,986,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,20,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.2,1.5,1,"Inanimate Robot",0
"7866","Inanimate Robot",52208212,181,"left",315,45,1108,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,21,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.2,1.5,-1,"Inanimate Robot",0
"7867","Inanimate Robot",52208212,182,"left",225,135,1135,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,22,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.2,1.5,-1,"Inanimate Robot",0
"7868","Inanimate Robot",52208212,183,"left",315,45,740,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,23,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.2,2.5,1,"Inanimate Robot",0
"7869","Inanimate Robot",52208212,184,"left",180,180,923,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,24,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.2,2.5,1,"Inanimate Robot",0
"7870","Inanimate Robot",52208212,185,"left",135,135,1796,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,25,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.2,2.5,-1,"Inanimate Robot",0
"7871","Inanimate Robot",52208212,186,"left",90,90,1245,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,26,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.2,3.5,-1,"Inanimate Robot",0
"7872","Inanimate Robot",52208212,188,"left",270,90,1192,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,28,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.2,3.5,1,"Inanimate Robot",0
"7873","Inanimate Robot",52208212,189,"left",270,90,1255,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,29,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.2,4.5,1,"Inanimate Robot",0
"7874","Inanimate Robot",52208212,190,"left",270,90,1048,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",6,30,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.2,4.5,-1,"Inanimate Robot",0
"7875","Inanimate Robot",52208212,192,"left",90,90,756,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",6,32,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.3,4.5,1,"Inanimate Robot",0
"7876","Inanimate Robot",52208212,193,"right",135,135,1198,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",7,1,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,-4.5,-1,"Inanimate Robot",0
"7877","Inanimate Robot",52208212,194,"right",225,135,1355,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",7,2,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,-4.5,-1,"Inanimate Robot",0
"7878","Inanimate Robot",52208212,195,"right",270,90,861,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,3,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.3,-4.5,1,"Inanimate Robot",0
"7879","Inanimate Robot",52208212,196,"right",135,135,862,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,4,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,-3.5,1,"Inanimate Robot",0
"7880","Inanimate Robot",52208212,197,"right",180,180,1573,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,5,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,-3.5,1,"Inanimate Robot",0
"7881","Inanimate Robot",52208212,198,"right",0,0,1287,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",7,6,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,-3.5,-1,"Inanimate Robot",0
"7882","Inanimate Robot",52208212,199,"right",90,90,1238,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,7,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-2.5,1,"Inanimate Robot",0
"7883","Inanimate Robot",52208212,200,"right",0,0,936,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",7,8,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,-2.5,-1,"Inanimate Robot",0
"7884","Inanimate Robot",52208212,201,"right",270,90,1138,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,9,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.3,-2.5,1,"Inanimate Robot",0
"7885","Inanimate Robot",52208212,202,"right",45,45,826,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,10,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,-1.5,1,"Inanimate Robot",0
"7886","Inanimate Robot",52208212,203,"right",315,45,996,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,11,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,-1.5,1,"Inanimate Robot",0
"7887","Inanimate Robot",52208212,204,"right",315,45,786,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",7,12,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,-1.5,-1,"Inanimate Robot",0
"7888","Inanimate Robot",52208212,205,"right",90,90,1209,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,13,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,1,"Inanimate Robot",0
"7889","Inanimate Robot",52208212,206,"right",0,0,864,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,14,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,1,"Inanimate Robot",0
"7890","Inanimate Robot",52208212,207,"right",225,135,1164,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,15,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,1,"Inanimate Robot",0
"7891","Inanimate Robot",52208212,208,"right",270,90,1043,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",7,16,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,-1,"Inanimate Robot",0
"7892","Inanimate Robot",52208212,209,"right",315,45,1213,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","mirrored",7,17,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,0.5,-1,"Inanimate Robot",0
"7893","Inanimate Robot",52208212,210,"right",45,45,1280,1,"Woman, including trans woman",22,"Right-handed","Inanimate Robot","Normal",7,18,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,0.5,1,"Inanimate Robot",0
